VBELN,CustomerId,CustomerName,Country,Segment,Product,Qty_Ordered,Unit_Price_EUR,Net_Value_EUR,Currency,SO_Date,Requested_Delivery_Date,Incoterms,Payment_Terms,Status,SalesOffice,SalesRep,Offset_Obligation_Pct
SD00000386,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 10X,5,75000000,365432940.26,EUR,2018-08-09,2019-11-28,EXW,Milestone-based,Fully Delivered,New Delhi,Sophie Leclerc,30
SD00000387,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,11,95000000,1034269042.54,EUR,2019-08-14,2022-01-11,EXW,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,50
SD00000388,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,12,75000000,929096355.59,EUR,2023-04-28,2024-10-28,DAP,"30% advance, 70% on delivery",In Production,New Delhi,Isabelle Bernard,50
SD00000389,CUST-PRIV-003,Air France,France,Commercial,MRO_Package_Annual,1,5000000,4907903.14,EUR,2020-07-09,2021-09-29,DAP,L/C 90 days,Partially Delivered,Cairo,Antoine Morel,0
SD00000390,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,11,90000000,953759716.11,EUR,2021-11-13,2024-05-16,EXW,"30% advance, 70% on delivery",Partially Delivered,Cairo,Jean-Pierre Martin,0
SD00000391,CUST-IND-002,Indian Navy,India,Government,Rafale F4,10,95000000,965904409.55,EUR,2021-08-02,2025-02-01,DAP,"30% advance, 70% on delivery",Partially Delivered,Cairo,Antoine Morel,50
SD00000392,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 10X,12,75000000,909598527.57,EUR,2022-08-22,2024-07-24,CIF,L/C 90 days,Partially Delivered,Cairo,Sophie Leclerc,0
SD00000393,CUST-UAE-001,UAE Air Force,UAE,Government,Training_Package,1,3000000,2963810.75,EUR,2018-08-29,2019-03-16,EXW,Milestone-based,Partially Delivered,Cairo,Marc Dupont,0
SD00000394,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 6X,8,45000000,371551117.57,EUR,2018-12-29,2022-08-26,DAP,Milestone-based,Open,Abu Dhabi,Antoine Morel,0
SD00000395,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,2,60000000,119246198.62,EUR,2018-06-28,2019-04-07,DDP,Milestone-based,Partially Delivered,Singapore,Sophie Leclerc,0
SD00000396,CUST-UAE-001,UAE Air Force,UAE,Government,MRO_Package_Annual,1,5000000,5239823.71,EUR,2021-02-15,2024-08-24,CIF,Milestone-based,In Production,Cairo,Jean-Pierre Martin,50
SD00000397,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,4,95000000,382815201.85,EUR,2023-12-02,2026-09-17,CIF,"30% advance, 70% on delivery",In Production,New Delhi,Jean-Pierre Martin,0
SD00000398,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,4,60000000,245843527.57,EUR,2023-07-07,2024-11-01,EXW,Milestone-based,Fully Delivered,Paris,Sophie Leclerc,0
SD00000399,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,1,90000000,85663563.36,EUR,2023-10-27,2026-06-04,EXW,L/C 90 days,In Production,Cairo,Isabelle Bernard,0
SD00000400,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,10,95000000,902958778.78,EUR,2023-10-16,2027-03-16,DAP,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Jean-Pierre Martin,0
SD00000401,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,1,90000000,90716805.54,EUR,2019-01-14,2021-09-07,DDP,"30% advance, 70% on delivery",Partially Delivered,New Delhi,Isabelle Bernard,0
SD00000402,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,3072003.79,EUR,2018-07-03,2021-03-04,EXW,Milestone-based,Open,Singapore,Jean-Pierre Martin,50
SD00000403,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,3149992.48,EUR,2022-05-11,2024-03-22,DAP,L/C 90 days,Open,Singapore,Antoine Morel,30
SD00000404,CUST-PRIV-003,Air France,France,Commercial,Falcon 6X,4,45000000,178822116.64,EUR,2019-02-01,2020-12-12,DAP,"30% advance, 70% on delivery",Cancelled,Singapore,Jean-Pierre Martin,0
SD00000405,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F4,11,95000000,1055881486.54,EUR,2022-02-21,2024-02-01,DDP,L/C 90 days,In Production,Abu Dhabi,Sophie Leclerc,0
SD00000406,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,11,75000000,784743159.01,EUR,2022-01-26,2023-09-14,DDP,Milestone-based,In Production,Cairo,Isabelle Bernard,0
SD00000407,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,MRO_Package_Annual,1,5000000,4937530.91,EUR,2020-10-22,2022-11-21,EXW,Milestone-based,Partially Delivered,Cairo,Isabelle Bernard,0
SD00000408,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F3-R,2,90000000,172054083.41,EUR,2019-07-20,2021-07-15,DAP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Jean-Pierre Martin,0
SD00000409,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,3,60000000,182747128.7,EUR,2023-10-04,2026-10-02,EXW,"30% advance, 70% on delivery",Partially Delivered,New Delhi,Isabelle Bernard,0
SD00000410,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,9,90000000,797578700.14,EUR,2018-10-14,2022-01-23,EXW,"30% advance, 70% on delivery",In Production,Cairo,Sophie Leclerc,30
SD00000411,CUST-PRIV-003,Air France,France,Commercial,Falcon 6X,7,45000000,309064550.67,EUR,2020-06-29,2022-12-01,DAP,"30% advance, 70% on delivery",Cancelled,Abu Dhabi,Jean-Pierre Martin,0
SD00000412,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,9,95000000,893510718.95,EUR,2021-09-21,2022-10-25,CIF,"30% advance, 70% on delivery",Partially Delivered,New Delhi,Marc Dupont,30
SD00000413,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F3-R,5,90000000,457450138.25,EUR,2022-06-17,2023-08-05,DAP,Milestone-based,Fully Delivered,Singapore,Sophie Leclerc,0
SD00000414,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,5,90000000,446691174.46,EUR,2018-04-07,2019-01-22,DDP,L/C 90 days,Open,New Delhi,Isabelle Bernard,0
SD00000415,CUST-IND-001,Indian Air Force,India,Government,Rafale F4,12,95000000,1183203571.52,EUR,2019-12-21,2021-08-02,DDP,L/C 90 days,Cancelled,Cairo,Jean-Pierre Martin,30
SD00000416,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,1,60000000,60929183.76,EUR,2020-12-19,2024-06-11,DAP,Milestone-based,Fully Delivered,Cairo,Isabelle Bernard,30
SD00000417,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,5,75000000,370568837.52,EUR,2018-07-08,2020-09-20,DDP,Milestone-based,Fully Delivered,Cairo,Sophie Leclerc,50
SD00000418,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2581304.36,EUR,2018-04-14,2019-05-18,EXW,"30% advance, 70% on delivery",Fully Delivered,Paris,Marc Dupont,50
SD00000419,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,12,45000000,529692892.96,EUR,2019-09-02,2021-08-13,CIF,"30% advance, 70% on delivery",In Production,Cairo,Isabelle Bernard,0
SD00000420,CUST-PRIV-001,Tata Sons Ltd,India,Private,Falcon 8X,3,60000000,187923622.59,EUR,2019-02-20,2020-05-03,DDP,Milestone-based,Fully Delivered,Cairo,Jean-Pierre Martin,0
SD00000421,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2586826.0,EUR,2022-05-06,2024-10-21,CIF,"30% advance, 70% on delivery",Cancelled,New Delhi,Marc Dupont,0
SD00000422,CUST-IND-002,Indian Navy,India,Government,Training_Package,1,3000000,3115162.24,EUR,2022-08-02,2026-02-19,EXW,L/C 90 days,Partially Delivered,Abu Dhabi,Isabelle Bernard,50
SD00000423,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,10,60000000,573605371.55,EUR,2020-04-30,2022-11-06,CIF,"30% advance, 70% on delivery",Open,Singapore,Marc Dupont,50
SD00000424,CUST-PRIV-002,Reliance Industries,India,Private,Training_Package,1,3000000,3148026.52,EUR,2019-08-20,2020-10-30,EXW,"30% advance, 70% on delivery",In Production,Abu Dhabi,Jean-Pierre Martin,0
SD00000425,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2594676.28,EUR,2022-03-30,2025-10-21,DAP,"30% advance, 70% on delivery",In Production,Paris,Marc Dupont,50
SD00000426,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,10,75000000,767869109.34,EUR,2021-12-30,2023-05-29,DDP,"30% advance, 70% on delivery",In Production,Cairo,Marc Dupont,30
SD00000427,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,2,95000000,182420431.63,EUR,2023-07-13,2025-02-12,DAP,L/C 90 days,Partially Delivered,New Delhi,Isabelle Bernard,0
SD00000428,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,11,90000000,982974415.06,EUR,2021-06-10,2023-03-13,EXW,L/C 90 days,In Production,Singapore,Sophie Leclerc,50
SD00000429,CUST-IND-002,Indian Navy,India,Government,Falcon 10X,10,75000000,772602806.29,EUR,2018-04-06,2021-01-09,DAP,Milestone-based,Partially Delivered,Paris,Jean-Pierre Martin,0
SD00000430,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,3,95000000,293982559.79,EUR,2022-02-28,2024-05-24,EXW,"30% advance, 70% on delivery",In Production,New Delhi,Sophie Leclerc,0
SD00000431,CUST-IND-002,Indian Navy,India,Government,Spare_Parts_Bundle,1,2500000,2387739.43,EUR,2023-12-03,2026-10-16,DDP,Milestone-based,Open,New Delhi,Jean-Pierre Martin,50
SD00000432,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2388217.85,EUR,2018-08-28,2020-04-13,DDP,"30% advance, 70% on delivery",In Production,Singapore,Isabelle Bernard,0
SD00000433,CUST-PRIV-001,Tata Sons Ltd,India,Private,Rafale F3-R,2,90000000,172610378.02,EUR,2021-02-04,2021-10-08,DDP,Milestone-based,Cancelled,Cairo,Jean-Pierre Martin,0
SD00000434,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F4,12,95000000,1139587546.72,EUR,2019-02-10,2022-11-28,CIF,"30% advance, 70% on delivery",Fully Delivered,Paris,Isabelle Bernard,0
SD00000435,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F3-R,12,90000000,1080791288.61,EUR,2019-02-08,2022-11-10,CIF,L/C 90 days,Fully Delivered,Abu Dhabi,Marc Dupont,0
SD00000436,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,2,95000000,184414627.54,EUR,2022-11-28,2025-04-23,DDP,L/C 90 days,In Production,Paris,Jean-Pierre Martin,0
SD00000437,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,9,60000000,541538164.53,EUR,2022-12-23,2026-05-26,CIF,"30% advance, 70% on delivery",Fully Delivered,Cairo,Antoine Morel,0
SD00000438,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 6X,8,45000000,346030240.04,EUR,2022-08-29,2023-09-29,DAP,L/C 90 days,Partially Delivered,Cairo,Sophie Leclerc,0
SD00000439,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 6X,11,45000000,499738233.66,EUR,2022-04-23,2024-03-17,DAP,L/C 90 days,Partially Delivered,New Delhi,Isabelle Bernard,30
SD00000440,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,8,90000000,747238079.53,EUR,2019-03-11,2019-09-21,EXW,L/C 90 days,In Production,Paris,Antoine Morel,30
SD00000441,CUST-GRC-001,Hellenic Air Force,Greece,Government,Training_Package,1,3000000,3110139.47,EUR,2023-08-13,2024-04-13,EXW,L/C 90 days,Open,Abu Dhabi,Sophie Leclerc,0
SD00000442,CUST-UAE-001,UAE Air Force,UAE,Government,Spare_Parts_Bundle,1,2500000,2616002.19,EUR,2019-10-27,2020-12-28,DAP,Milestone-based,In Production,Singapore,Isabelle Bernard,50
SD00000443,CUST-GRC-001,Hellenic Air Force,Greece,Government,Training_Package,1,3000000,2927874.48,EUR,2023-04-18,2023-11-24,CIF,L/C 90 days,In Production,Abu Dhabi,Jean-Pierre Martin,50
SD00000444,CUST-PRIV-002,Reliance Industries,India,Private,Rafale F4,4,95000000,382966439.12,EUR,2022-02-02,2023-05-18,DAP,L/C 90 days,Open,Paris,Isabelle Bernard,0
SD00000445,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 8X,7,60000000,402053384.41,EUR,2023-05-22,2023-12-07,EXW,"30% advance, 70% on delivery",In Production,Singapore,Marc Dupont,0
SD00000446,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 6X,12,45000000,553395110.48,EUR,2019-04-06,2023-03-25,DDP,L/C 90 days,Partially Delivered,New Delhi,Marc Dupont,50
SD00000447,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F4,4,95000000,361896233.37,EUR,2021-05-19,2022-06-22,DAP,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000448,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,6,95000000,593460741.86,EUR,2022-03-25,2025-05-23,CIF,L/C 90 days,Fully Delivered,Abu Dhabi,Isabelle Bernard,50
SD00000449,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,11,45000000,513202929.98,EUR,2021-09-13,2023-07-01,DAP,"30% advance, 70% on delivery",In Production,Paris,Marc Dupont,0
SD00000450,CUST-IND-002,Indian Navy,India,Government,Falcon 10X,8,75000000,595236666.91,EUR,2019-09-29,2022-12-26,CIF,"30% advance, 70% on delivery",Partially Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000451,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,4910475.81,EUR,2019-04-01,2020-07-04,DAP,Milestone-based,Partially Delivered,Cairo,Marc Dupont,0
SD00000452,CUST-IND-002,Indian Navy,India,Government,Falcon 8X,4,60000000,242214607.96,EUR,2023-08-01,2026-11-30,EXW,Milestone-based,Open,New Delhi,Isabelle Bernard,50
SD00000453,CUST-IND-001,Indian Air Force,India,Government,Training_Package,1,3000000,2898232.85,EUR,2022-04-20,2022-11-24,EXW,Milestone-based,In Production,Abu Dhabi,Marc Dupont,50
SD00000454,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Training_Package,1,3000000,2892403.93,EUR,2022-01-06,2022-11-14,DAP,Milestone-based,Partially Delivered,New Delhi,Jean-Pierre Martin,50
SD00000455,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,6,95000000,563403622.5,EUR,2020-12-15,2024-02-22,DDP,Milestone-based,Partially Delivered,Paris,Sophie Leclerc,0
SD00000456,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,MRO_Package_Annual,1,5000000,4903447.81,EUR,2020-07-23,2024-01-09,DDP,Milestone-based,Open,Abu Dhabi,Jean-Pierre Martin,30
SD00000457,CUST-PRIV-001,Tata Sons Ltd,India,Private,MRO_Package_Annual,1,5000000,5102838.91,EUR,2020-01-12,2022-09-03,DDP,Milestone-based,Open,Abu Dhabi,Isabelle Bernard,0
SD00000458,CUST-PRIV-003,Air France,France,Commercial,Spare_Parts_Bundle,1,2500000,2620316.29,EUR,2023-01-21,2024-08-03,EXW,"30% advance, 70% on delivery",Partially Delivered,Cairo,Isabelle Bernard,0
SD00000459,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 10X,3,75000000,213981425.93,EUR,2022-03-26,2023-11-19,DAP,L/C 90 days,Open,New Delhi,Marc Dupont,0
SD00000460,CUST-PRIV-004,Total Energies,France,Commercial,Spare_Parts_Bundle,1,2500000,2493972.0,EUR,2019-07-21,2022-01-19,DDP,L/C 90 days,Fully Delivered,Cairo,Antoine Morel,0
SD00000461,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,7,90000000,654943012.95,EUR,2018-05-04,2020-04-22,CIF,L/C 90 days,Partially Delivered,New Delhi,Sophie Leclerc,0
SD00000462,CUST-PRIV-004,Total Energies,France,Commercial,MRO_Package_Annual,1,5000000,5140086.05,EUR,2020-08-21,2022-08-02,DAP,L/C 90 days,Open,Singapore,Antoine Morel,0
SD00000463,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Training_Package,1,3000000,2910004.44,EUR,2022-09-09,2023-08-26,EXW,L/C 90 days,Cancelled,Cairo,Isabelle Bernard,30
SD00000464,CUST-IND-001,Indian Air Force,India,Government,MRO_Package_Annual,1,5000000,4845926.03,EUR,2021-08-10,2024-05-28,CIF,L/C 90 days,Partially Delivered,Singapore,Isabelle Bernard,50
SD00000465,CUST-PRIV-004,Total Energies,France,Commercial,MRO_Package_Annual,1,5000000,4922130.95,EUR,2019-10-13,2022-09-20,DAP,"30% advance, 70% on delivery",Fully Delivered,Singapore,Marc Dupont,0
SD00000466,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Falcon 8X,8,60000000,466082778.76,EUR,2022-07-07,2023-09-26,DDP,"30% advance, 70% on delivery",Partially Delivered,Paris,Sophie Leclerc,0
SD00000467,CUST-PRIV-003,Air France,France,Commercial,Falcon 8X,8,60000000,460957797.33,EUR,2018-11-04,2021-12-09,CIF,Milestone-based,Fully Delivered,Singapore,Jean-Pierre Martin,0
SD00000468,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F4,7,95000000,642681381.44,EUR,2021-04-21,2022-09-05,EXW,"30% advance, 70% on delivery",Fully Delivered,Abu Dhabi,Marc Dupont,50
SD00000469,CUST-HRV-001,Croatian Air Force,Croatia,Government,Falcon 6X,1,45000000,44436586.04,EUR,2019-03-01,2022-01-14,DAP,"30% advance, 70% on delivery",Cancelled,Singapore,Sophie Leclerc,0
SD00000470,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,12,60000000,713751024.3,EUR,2018-02-26,2019-03-08,EXW,"30% advance, 70% on delivery",Cancelled,Cairo,Marc Dupont,50
SD00000471,CUST-IND-002,Indian Navy,India,Government,Rafale F3-R,7,90000000,632921132.56,EUR,2018-10-20,2021-10-26,DAP,"30% advance, 70% on delivery",Partially Delivered,Paris,Isabelle Bernard,0
SD00000472,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Rafale F3-R,6,90000000,550003547.84,EUR,2018-05-15,2020-06-29,DDP,"30% advance, 70% on delivery",Partially Delivered,Cairo,Isabelle Bernard,0
SD00000473,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Falcon 10X,7,75000000,529072534.55,EUR,2019-04-09,2022-03-26,EXW,Milestone-based,In Production,Cairo,Sophie Leclerc,50
SD00000474,CUST-IND-001,Indian Air Force,India,Government,Falcon 6X,10,45000000,428963009.14,EUR,2022-06-17,2024-10-09,DDP,Milestone-based,In Production,Singapore,Antoine Morel,50
SD00000475,CUST-GRC-001,Hellenic Air Force,Greece,Government,Rafale F4,12,95000000,1151813038.64,EUR,2020-07-10,2021-09-23,DDP,Milestone-based,Partially Delivered,New Delhi,Antoine Morel,0
SD00000476,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,7,95000000,646526876.81,EUR,2018-07-15,2020-09-13,CIF,"30% advance, 70% on delivery",Cancelled,New Delhi,Isabelle Bernard,50
SD00000477,CUST-HRV-001,Croatian Air Force,Croatia,Government,Training_Package,1,3000000,2968539.86,EUR,2021-09-18,2023-03-03,DDP,L/C 90 days,Partially Delivered,Abu Dhabi,Marc Dupont,0
SD00000478,CUST-PRIV-002,Reliance Industries,India,Private,Training_Package,1,3000000,2929432.5,EUR,2022-03-11,2022-10-24,DAP,L/C 90 days,Partially Delivered,Singapore,Isabelle Bernard,0
SD00000479,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Rafale F3-R,7,90000000,645635572.23,EUR,2022-01-28,2024-11-18,DAP,"30% advance, 70% on delivery",Fully Delivered,Paris,Antoine Morel,0
SD00000480,CUST-PRIV-003,Air France,France,Commercial,Rafale F4,10,95000000,993683900.24,EUR,2019-12-05,2023-10-03,DDP,"30% advance, 70% on delivery",Open,Abu Dhabi,Marc Dupont,0
SD00000481,CUST-UAE-001,UAE Air Force,UAE,Government,Rafale F3-R,5,90000000,439157162.86,EUR,2018-05-22,2022-02-27,DDP,Milestone-based,In Production,New Delhi,Sophie Leclerc,0
SD00000482,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F3-R,3,90000000,263106319.9,EUR,2018-10-03,2019-06-23,EXW,L/C 90 days,In Production,Abu Dhabi,Marc Dupont,0
SD00000483,CUST-IND-002,Indian Navy,India,Government,Falcon 6X,6,45000000,264159357.44,EUR,2018-05-17,2020-02-18,EXW,L/C 90 days,Fully Delivered,New Delhi,Antoine Morel,0
SD00000484,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 6X,3,45000000,132226333.88,EUR,2020-10-05,2023-06-19,CIF,"30% advance, 70% on delivery",Cancelled,Paris,Antoine Morel,0
SD00000485,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 6X,2,45000000,86636930.45,EUR,2021-01-08,2023-01-11,DAP,Milestone-based,Open,Abu Dhabi,Antoine Morel,50
SD00000486,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 8X,1,60000000,57707426.38,EUR,2020-09-21,2023-12-31,DAP,Milestone-based,Partially Delivered,Cairo,Marc Dupont,50
SD00000487,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,3,75000000,215225246.96,EUR,2018-03-02,2020-10-23,EXW,L/C 90 days,In Production,Paris,Antoine Morel,0
SD00000488,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,MRO_Package_Annual,1,5000000,5061067.06,EUR,2019-02-05,2022-11-16,CIF,Milestone-based,Open,Paris,Sophie Leclerc,0
SD00000489,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,MRO_Package_Annual,1,5000000,4866059.57,EUR,2022-06-30,2023-09-15,EXW,Milestone-based,Cancelled,Abu Dhabi,Sophie Leclerc,50
SD00000490,CUST-PRIV-001,Tata Sons Ltd,India,Private,Spare_Parts_Bundle,1,2500000,2437968.63,EUR,2019-02-26,2020-06-10,CIF,"30% advance, 70% on delivery",Fully Delivered,Cairo,Sophie Leclerc,0
SD00000491,CUST-IND-001,Indian Air Force,India,Government,Rafale F3-R,10,90000000,908378234.02,EUR,2023-12-24,2025-12-23,DDP,Milestone-based,In Production,Paris,Sophie Leclerc,0
SD00000492,CUST-PRIV-004,Total Energies,France,Commercial,Rafale F4,2,95000000,187222824.64,EUR,2020-08-01,2022-12-08,EXW,"30% advance, 70% on delivery",In Production,Abu Dhabi,Sophie Leclerc,0
SD00000493,CUST-PRIV-004,Total Energies,France,Commercial,Falcon 8X,2,60000000,120982640.29,EUR,2019-03-07,2021-05-08,DAP,L/C 90 days,In Production,Cairo,Isabelle Bernard,0
SD00000494,CUST-PRIV-002,Reliance Industries,India,Private,Training_Package,1,3000000,3041313.38,EUR,2020-12-04,2024-01-12,DDP,Milestone-based,Fully Delivered,Abu Dhabi,Sophie Leclerc,0
SD00000495,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,9,95000000,858869404.4,EUR,2020-11-07,2023-02-23,DAP,L/C 90 days,Fully Delivered,New Delhi,Jean-Pierre Martin,30
SD00000496,CUST-PRIV-001,Tata Sons Ltd,India,Private,Training_Package,1,3000000,2997791.45,EUR,2022-11-03,2026-02-04,DDP,"30% advance, 70% on delivery",Fully Delivered,New Delhi,Sophie Leclerc,0
SD00000497,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2463572.54,EUR,2022-01-06,2025-12-20,DDP,Milestone-based,Cancelled,Cairo,Antoine Morel,0
SD00000498,CUST-PRIV-003,Air France,France,Commercial,Falcon 10X,7,75000000,513184198.59,EUR,2023-10-30,2026-03-11,EXW,L/C 90 days,Fully Delivered,Singapore,Antoine Morel,0
SD00000499,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 8X,6,60000000,367180946.62,EUR,2023-05-12,2024-08-10,DDP,"30% advance, 70% on delivery",Partially Delivered,Singapore,Marc Dupont,50
SD00000500,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Falcon 8X,11,60000000,665577070.2,EUR,2019-11-21,2022-05-31,DDP,L/C 90 days,In Production,Abu Dhabi,Marc Dupont,0
SD00000501,CUST-PRIV-002,Reliance Industries,India,Private,Spare_Parts_Bundle,1,2500000,2417193.25,EUR,2019-10-14,2021-03-30,EXW,"30% advance, 70% on delivery",In Production,Paris,Antoine Morel,0
SD00000502,CUST-EGY-001,Egyptian Air Force,Egypt,Government,MRO_Package_Annual,1,5000000,5114668.05,EUR,2022-07-20,2023-12-26,EXW,Milestone-based,Fully Delivered,New Delhi,Antoine Morel,50
SD00000503,CUST-UAE-001,UAE Air Force,UAE,Government,Falcon 10X,3,75000000,228287679.31,EUR,2019-01-07,2020-06-17,DDP,Milestone-based,Fully Delivered,Paris,Marc Dupont,50
SD00000504,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 8X,10,60000000,570686680.28,EUR,2018-02-25,2022-01-15,CIF,Milestone-based,Fully Delivered,New Delhi,Isabelle Bernard,0
SD00000505,CUST-IND-001,Indian Air Force,India,Government,Falcon 8X,7,60000000,415737080.54,EUR,2020-12-10,2023-05-10,DAP,L/C 90 days,Fully Delivered,Abu Dhabi,Isabelle Bernard,0
SD00000506,CUST-EGY-001,Egyptian Air Force,Egypt,Government,Rafale F4,8,95000000,785532494.2,EUR,2018-06-11,2019-01-15,DAP,"30% advance, 70% on delivery",Fully Delivered,Paris,Antoine Morel,0
SD00000507,CUST-UAE-001,UAE Air Force,UAE,Government,MRO_Package_Annual,1,5000000,5131507.76,EUR,2019-12-29,2021-03-28,CIF,"30% advance, 70% on delivery",In Production,Paris,Antoine Morel,0
SD00000508,CUST-HRV-001,Croatian Air Force,Croatia,Government,Rafale F3-R,12,90000000,1031051906.15,EUR,2018-03-29,2021-09-12,CIF,L/C 90 days,Open,Paris,Marc Dupont,50
SD00000509,CUST-QAT-001,Qatar Emiri Air Force,Qatar,Government,Spare_Parts_Bundle,1,2500000,2402724.32,EUR,2022-09-09,2023-06-28,CIF,"30% advance, 70% on delivery",Partially Delivered,Cairo,Marc Dupont,0
SD00000510,CUST-PRIV-004,Total Energies,France,Commercial,MRO_Package_Annual,1,5000000,4755161.68,EUR,2021-08-26,2023-06-04,DDP,Milestone-based,Partially Delivered,Cairo,Jean-Pierre Martin,0
SD00000511,CUST-IDN-001,Indonesian Air Force,Indonesia,Government,Spare_Parts_Bundle,1,2500000,2539758.7,EUR,2020-07-02,2021-08-13,DDP,Milestone-based,In Production,Paris,Jean-Pierre Martin,50
SD00000512,CUST-PRIV-002,Reliance Industries,India,Private,Falcon 10X,5,75000000,382970673.62,EUR,2022-11-18,2025-01-19,DDP,L/C 90 days,Open,Paris,Isabelle Bernard,0
SD00000513,CUST-GRC-001,Hellenic Air Force,Greece,Government,Falcon 10X,5,75000000,360611407.62,EUR,2020-03-16,2023-04-11,CIF,L/C 90 days,In Production,Cairo,Antoine Morel,30
