CaseId,AccountId,AccountName,CaseType,Priority,Status,Product,CreatedDate,ResolvedDate,Resolution_Days,SLA_Respected,TechnicianAssigned,Region,Description
CAS00484,ACC0001,Indian Air Force,Warranty Claim,Medium,Closed,Rafale F4,2021-07-10,2021-09-04,56.0,False,Luc Fabre,Asia,Maintenance contract renewal query
CAS00485,ACC0007,Indonesian Air Force,Delivery Delay,Low,Closed,Falcon 6X,2020-09-28,2020-12-25,88.0,False,Claire Vidal,Asia,Avionics software update required
CAS00486,ACC0015,MBDA India,Technical Issue,Low,Closed,Rafale F4,2020-02-06,2020-05-04,88.0,False,Luc Fabre,Europe,Documentation missing for customs
CAS00487,ACC0013,Tata Advanced Systems,Training Request,Medium,Closed,Rafale F4,2024-08-15,2024-08-31,16.0,True,Thomas Laurent,Europe,Documentation missing for customs
CAS00488,ACC0005,Hellenic Air Force,Warranty Claim,Medium,Closed,MRO Contract Rafale,2022-03-09,2022-08-16,160.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00489,ACC0012,Dassault Reliance Aerospace,Spare Part Urgent,High,Closed,MRO Contract Rafale,2020-10-17,2021-03-20,154.0,False,Pierre Renard,Africa,Engine vibration anomaly reported during training
CAS00490,ACC0030,Kuwait Air Force,Spare Part Urgent,Medium,Closed,Falcon 6X,2019-10-30,2020-01-09,71.0,False,Thomas Laurent,Europe,Documentation missing for customs
CAS00491,ACC0019,Collins Aerospace India,Training Request,Low,Closed,Falcon 6X,2020-01-01,2020-01-23,22.0,True,Thomas Laurent,Europe,Documentation missing for customs
CAS00492,ACC0005,Hellenic Air Force,Delivery Delay,Medium,Closed,Falcon 6X,2024-09-12,2024-10-25,43.0,False,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00493,ACC0021,Boeing India,Documentation,Low,Closed,Rafale F4,2022-09-04,2023-01-27,145.0,False,Julie Petit,Asia,Documentation missing for customs
CAS00494,ACC0018,Honeywell India,Delivery Delay,Medium,Closed,Falcon 8X,2021-12-15,2022-03-01,76.0,False,Claire Vidal,Europe,Avionics software update required
CAS00495,ACC0016,Reliance Defence,Documentation,Low,Closed,MRO Contract Rafale,2023-08-04,2023-08-24,20.0,True,Julie Petit,Middle East,Avionics software update required
CAS00496,ACC0011,Thales Group,Documentation,Low,Open,MRO Contract Rafale,2022-10-24,,,,Luc Fabre,Asia,Maintenance contract renewal query
CAS00497,ACC0012,Dassault Reliance Aerospace,Spare Part Urgent,High,Closed,Rafale F4,2022-11-20,2023-03-14,114.0,False,Julie Petit,Africa,Maintenance contract renewal query
CAS00498,ACC0021,Boeing India,Delivery Delay,Medium,Closed,Rafale F3-R,2023-02-02,2023-07-04,152.0,False,Luc Fabre,Asia,Structural inspection due — spare needed
CAS00499,ACC0025,Malaysian RMAF,Documentation,Medium,In Progress,Falcon 6X,2022-03-12,,,,Luc Fabre,Europe,Structural inspection due — spare needed
CAS00500,ACC0025,Malaysian RMAF,Technical Issue,Medium,Closed,Falcon 6X,2022-09-02,2022-12-16,105.0,False,Julie Petit,Europe,Engine vibration anomaly reported during training
